title,description,property_type,location,price_current,price_5_10_years_ago,legal_status,building_quality,previous_owners,furniture,area,frontage,road_width,bedrooms,bathrooms,toilets,stories,house_direction,balcony_direction,phone,email
"Bán Xưởng diện tích 144m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Xưởng, diện tích 144m2, mặt tiền 3.1m, đường vào rộng 13.5m. Nhà hướng Tây, ban công Tây Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Xưởng,"Quận 1, TP.HCM",9972000000.0,6382000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Không nội thất,144,3.1,13.5,5,2,2,2,Tây,Tây Nam,0970974218,chubatdongsan417@gmail.com
"Bán Xưởng diện tích 272m2 chính chủ, vị trí đẹp tại Quận 7, TP.HCM","Cần bán gấp Xưởng, diện tích 272m2, mặt tiền 6.9m, đường vào rộng 13.9m. Nhà hướng Tây, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Xưởng,"Quận 7, TP.HCM",16483000000.0,10382000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Nội thất cơ bản,272,6.9,13.9,3,1,1,1,Tây,Tây Bắc,0923507188,chubatdongsan418@gmail.com
"Bán Nhà mặt phố diện tích 98m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Nhà mặt phố, diện tích 98m2, mặt tiền 9.2m, đường vào rộng 18.1m. Nhà hướng Bắc, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Cần sửa chữa. Đầy đủ tiện ích xung quanh.",Nhà mặt phố,"Quận Nam Từ Liêm, Hà Nội",12066000000.0,6848000000.0,Sổ đỏ/Sổ hồng,Cần sửa chữa,2,Không nội thất,98,9.2,18.1,3,2,2,2,Bắc,Tây Bắc,0942596266,chubatdongsan419@gmail.com
"Bán Trang trại diện tích 177m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Trang trại, diện tích 177m2, mặt tiền 4.1m, đường vào rộng 13.5m. Nhà hướng Đông Bắc, ban công Đông. Pháp lý: Đang chờ sổ, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Trang trại,"Quận Đống Đa, Hà Nội",13594000000.0,8315000000.0,Đang chờ sổ,Còn mới (80-90%),3,Nội thất cơ bản,177,4.1,13.5,3,3,3,5,Đông Bắc,Đông,0946504340,chubatdongsan420@gmail.com
"Bán Biệt thự diện tích 40m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Biệt thự, diện tích 40m2, mặt tiền 7.2m, đường vào rộng 13.1m. Nhà hướng Tây Nam, ban công Đông Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Biệt thự,"Quận Nam Từ Liêm, Hà Nội",4744000000.0,2730000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Nội thất đầy đủ / Cao cấp,40,7.2,13.1,4,3,3,4,Tây Nam,Đông Nam,0955956920,chubatdongsan421@gmail.com
"Bán Căn hộ chung cư diện tích 283m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Căn hộ chung cư, diện tích 283m2, mặt tiền 3.4m, đường vào rộng 3.2m. Nhà hướng Đông Nam, ban công Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Thành phố Thủ Đức, TP.HCM",27822000000.0,15969000000.0,Sổ đỏ/Sổ hồng,Trung bình,2,Nội thất cơ bản,283,3.4,3.2,1,4,4,5,Đông Nam,Nam,0911931441,chubatdongsan422@gmail.com
"Bán Nhà mặt phố diện tích 67m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Nhà mặt phố, diện tích 67m2, mặt tiền 3.9m, đường vào rộng 11.3m. Nhà hướng Đông, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Cần sửa chữa. Đầy đủ tiện ích xung quanh.",Nhà mặt phố,"Quận 1, TP.HCM",4617000000.0,2306000000.0,Sổ đỏ/Sổ hồng,Cần sửa chữa,3,Nội thất đầy đủ / Cao cấp,67,3.9,11.3,1,1,1,4,Đông,Tây Bắc,0972072733,chubatdongsan423@gmail.com
"Bán Trang trại diện tích 163m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Trang trại, diện tích 163m2, mặt tiền 7.8m, đường vào rộng 4.7m. Nhà hướng Đông Bắc, ban công Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Trang trại,"Thành phố Thủ Đức, TP.HCM",10637000000.0,5334000000.0,Sổ đỏ/Sổ hồng,Mới xây,3,Không nội thất,163,7.8,4.7,2,1,1,5,Đông Bắc,Nam,0923716680,chubatdongsan424@gmail.com
"Bán Xưởng diện tích 229m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Xưởng, diện tích 229m2, mặt tiền 4.6m, đường vào rộng 15.3m. Nhà hướng Đông Nam, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Cần sửa chữa. Đầy đủ tiện ích xung quanh.",Xưởng,"Quận Cầu Giấy, Hà Nội",14913000000.0,8501000000.0,Sổ đỏ/Sổ hồng,Cần sửa chữa,3,Nội thất đầy đủ / Cao cấp,229,4.6,15.3,1,4,4,3,Đông Nam,Tây Bắc,0989422317,chubatdongsan425@gmail.com
"Bán Xưởng diện tích 52m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Xưởng, diện tích 52m2, mặt tiền 9.8m, đường vào rộng 11.2m. Nhà hướng Đông Nam, ban công Đông Bắc. Pháp lý: Đang chờ sổ, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Xưởng,"Quận 1, TP.HCM",4190000000.0,2203000000.0,Đang chờ sổ,Mới xây,2,Nội thất cơ bản,52,9.8,11.2,3,4,4,2,Đông Nam,Đông Bắc,0936301554,chubatdongsan426@gmail.com
"Bán Nhà phố thương mại (Shophouse) diện tích 247m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Nhà phố thương mại (Shophouse), diện tích 247m2, mặt tiền 11.3m, đường vào rộng 14.2m. Nhà hướng Tây Nam, ban công Đông. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Nhà phố thương mại (Shophouse),"Quận Nam Từ Liêm, Hà Nội",15310000000.0,7404000000.0,Sổ đỏ/Sổ hồng,Trung bình,3,Nội thất cơ bản,247,11.3,14.2,3,1,1,4,Tây Nam,Đông,0953099689,chubatdongsan427@gmail.com
"Bán Nhà mặt phố diện tích 170m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Nhà mặt phố, diện tích 170m2, mặt tiền 12.6m, đường vào rộng 2.8m. Nhà hướng Bắc, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Nhà mặt phố,"Quận 1, TP.HCM",7267000000.0,4381000000.0,Sổ đỏ/Sổ hồng,Mới xây,1,Không nội thất,170,12.6,2.8,3,2,2,1,Bắc,Tây Bắc,0958753731,chubatdongsan428@gmail.com
"Bán Biệt thự diện tích 133m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Biệt thự, diện tích 133m2, mặt tiền 5.4m, đường vào rộng 3.5m. Nhà hướng Đông Nam, ban công Đông Bắc. Pháp lý: Đang chờ sổ, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Biệt thự,"Quận Cầu Giấy, Hà Nội",15077000000.0,7320000000.0,Đang chờ sổ,Mới xây,1,Nội thất đầy đủ / Cao cấp,133,5.4,3.5,2,2,2,2,Đông Nam,Đông Bắc,0942251324,chubatdongsan429@gmail.com
"Bán Chung cư mini diện tích 239m2 chính chủ, vị trí đẹp tại Quận 7, TP.HCM","Cần bán gấp Chung cư mini, diện tích 239m2, mặt tiền 5.0m, đường vào rộng 14.9m. Nhà hướng Tây Nam, ban công Tây Nam. Pháp lý: Đang chờ sổ, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Chung cư mini,"Quận 7, TP.HCM",28222000000.0,16403000000.0,Đang chờ sổ,Còn mới (80-90%),2,Không nội thất,239,5.0,14.9,3,4,4,1,Tây Nam,Tây Nam,0932596028,chubatdongsan430@gmail.com
"Bán Biệt thự diện tích 140m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Biệt thự, diện tích 140m2, mặt tiền 4.3m, đường vào rộng 3.3m. Nhà hướng Đông Nam, ban công Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Biệt thự,"Thành phố Thủ Đức, TP.HCM",9826000000.0,5617000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Không nội thất,140,4.3,3.3,1,2,2,2,Đông Nam,Bắc,0949665485,chubatdongsan431@gmail.com
"Bán Xưởng diện tích 133m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Xưởng, diện tích 133m2, mặt tiền 10.6m, đường vào rộng 3.3m. Nhà hướng Đông, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Xưởng,"Thành phố Thủ Đức, TP.HCM",9322000000.0,6010000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),2,Nội thất cơ bản,133,10.6,3.3,4,1,1,2,Đông,Đông Bắc,0958655043,chubatdongsan432@gmail.com
"Bán Xưởng diện tích 200m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Xưởng, diện tích 200m2, mặt tiền 11.5m, đường vào rộng 2.2m. Nhà hướng Đông, ban công Tây. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Xưởng,"Quận Nam Từ Liêm, Hà Nội",9113000000.0,5124000000.0,Sổ đỏ/Sổ hồng,Mới xây,1,Nội thất cơ bản,200,11.5,2.2,4,3,3,5,Đông,Tây,0944396761,chubatdongsan433@gmail.com
"Bán Nhà riêng diện tích 162m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Nhà riêng, diện tích 162m2, mặt tiền 3.4m, đường vào rộng 19.2m. Nhà hướng Tây Bắc, ban công Tây Bắc. Pháp lý: Hợp đồng mua bán, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà riêng,"Quận 1, TP.HCM",16096000000.0,7900000000.0,Hợp đồng mua bán,Còn mới (80-90%),1,Nội thất cơ bản,162,3.4,19.2,5,3,3,4,Tây Bắc,Tây Bắc,0957670630,chubatdongsan434@gmail.com
"Bán Xưởng diện tích 156m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Xưởng, diện tích 156m2, mặt tiền 14.2m, đường vào rộng 15.3m. Nhà hướng Đông Bắc, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Cần sửa chữa. Đầy đủ tiện ích xung quanh.",Xưởng,"Quận Nam Từ Liêm, Hà Nội",17341000000.0,9950000000.0,Sổ đỏ/Sổ hồng,Cần sửa chữa,1,Không nội thất,156,14.2,15.3,1,2,2,4,Đông Bắc,Đông Bắc,0919277584,chubatdongsan435@gmail.com
"Bán Căn hộ chung cư diện tích 135m2 chính chủ, vị trí đẹp tại Quận 7, TP.HCM","Cần bán gấp Căn hộ chung cư, diện tích 135m2, mặt tiền 3.6m, đường vào rộng 8.4m. Nhà hướng Nam, ban công Nam. Pháp lý: Hợp đồng mua bán, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Quận 7, TP.HCM",7383000000.0,4600000000.0,Hợp đồng mua bán,Còn mới (80-90%),2,Nội thất cơ bản,135,3.6,8.4,3,4,4,2,Nam,Nam,0919980178,chubatdongsan436@gmail.com
"Bán Khu nghỉ dưỡng diện tích 121m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Khu nghỉ dưỡng, diện tích 121m2, mặt tiền 9.5m, đường vào rộng 7.3m. Nhà hướng Tây Nam, ban công Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,"Quận 1, TP.HCM",6986000000.0,4537000000.0,Sổ đỏ/Sổ hồng,Mới xây,2,Nội thất cơ bản,121,9.5,7.3,4,4,4,3,Tây Nam,Bắc,0910174588,chubatdongsan437@gmail.com
"Bán Nhà mặt phố diện tích 80m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Nhà mặt phố, diện tích 80m2, mặt tiền 11.5m, đường vào rộng 8.3m. Nhà hướng Tây, ban công Đông Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà mặt phố,"Quận 1, TP.HCM",8857000000.0,4899000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Nội thất cơ bản,80,11.5,8.3,1,4,4,3,Tây,Đông Nam,0947328050,chubatdongsan438@gmail.com
"Bán Biệt thự diện tích 58m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Biệt thự, diện tích 58m2, mặt tiền 13.5m, đường vào rộng 15.9m. Nhà hướng Tây Nam, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Biệt thự,"Quận Nam Từ Liêm, Hà Nội",5380000000.0,2875000000.0,Sổ đỏ/Sổ hồng,Mới xây,2,Nội thất cơ bản,58,13.5,15.9,4,4,4,1,Tây Nam,Tây Bắc,0993327728,chubatdongsan439@gmail.com
"Bán Khu nghỉ dưỡng diện tích 243m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Khu nghỉ dưỡng, diện tích 243m2, mặt tiền 11.6m, đường vào rộng 13.9m. Nhà hướng Nam, ban công Tây. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,"Quận Nam Từ Liêm, Hà Nội",10792000000.0,6844000000.0,Sổ đỏ/Sổ hồng,Trung bình,1,Nội thất đầy đủ / Cao cấp,243,11.6,13.9,3,4,4,1,Nam,Tây,0967968453,chubatdongsan440@gmail.com
"Bán Trang trại diện tích 296m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Trang trại, diện tích 296m2, mặt tiền 12.6m, đường vào rộng 5.3m. Nhà hướng Đông Bắc, ban công Đông Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Trang trại,"Quận Cầu Giấy, Hà Nội",27582000000.0,14136000000.0,Sổ đỏ/Sổ hồng,Trung bình,1,Nội thất cơ bản,296,12.6,5.3,4,2,2,5,Đông Bắc,Đông Nam,0972306110,chubatdongsan441@gmail.com
"Bán Chung cư mini diện tích 286m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Chung cư mini, diện tích 286m2, mặt tiền 7.1m, đường vào rộng 5.1m. Nhà hướng Tây, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Chung cư mini,TP. Bắc Ninh,18908000000.0,11054000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),2,Nội thất cơ bản,286,7.1,5.1,5,3,3,2,Tây,Đông Bắc,0945084764,chubatdongsan442@gmail.com
"Bán Căn hộ chung cư diện tích 130m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Căn hộ chung cư, diện tích 130m2, mặt tiền 12.8m, đường vào rộng 3.8m. Nhà hướng Nam, ban công Đông Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,TP. Bắc Ninh,9235000000.0,5070000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),2,Nội thất cơ bản,130,12.8,3.8,5,3,3,1,Nam,Đông Nam,0922707658,chubatdongsan443@gmail.com
"Bán Biệt thự diện tích 139m2 chính chủ, vị trí đẹp tại Quận 7, TP.HCM","Cần bán gấp Biệt thự, diện tích 139m2, mặt tiền 4.0m, đường vào rộng 13.9m. Nhà hướng Tây Bắc, ban công Đông Nam. Pháp lý: Giấy tờ viết tay, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Biệt thự,"Quận 7, TP.HCM",14319000000.0,6973000000.0,Giấy tờ viết tay,Trung bình,2,Nội thất đầy đủ / Cao cấp,139,4.0,13.9,4,2,2,1,Tây Bắc,Đông Nam,0981847887,chubatdongsan444@gmail.com
"Bán Khu nghỉ dưỡng diện tích 211m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Khu nghỉ dưỡng, diện tích 211m2, mặt tiền 13.7m, đường vào rộng 15.8m. Nhà hướng Tây, ban công Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,TP. Bắc Ninh,22529000000.0,12144000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Nội thất đầy đủ / Cao cấp,211,13.7,15.8,1,4,4,2,Tây,Bắc,0924330983,chubatdongsan445@gmail.com
"Bán Chung cư mini diện tích 30m2 chính chủ, vị trí đẹp tại Quận Cầu Giấy, Hà Nội","Cần bán gấp Chung cư mini, diện tích 30m2, mặt tiền 9.6m, đường vào rộng 6.8m. Nhà hướng Đông, ban công Tây Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Chung cư mini,"Quận Cầu Giấy, Hà Nội",3161000000.0,1660000000.0,Sổ đỏ/Sổ hồng,Trung bình,1,Nội thất đầy đủ / Cao cấp,30,9.6,6.8,1,2,2,5,Đông,Tây Nam,0927810506,chubatdongsan446@gmail.com
"Bán Nhà riêng diện tích 84m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Nhà riêng, diện tích 84m2, mặt tiền 12.8m, đường vào rộng 2.4m. Nhà hướng Nam, ban công Đông Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà riêng,"Thành phố Thủ Đức, TP.HCM",9925000000.0,5922000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Nội thất cơ bản,84,12.8,2.4,1,3,3,1,Nam,Đông Nam,0948179967,chubatdongsan447@gmail.com
"Bán Căn hộ chung cư diện tích 178m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Căn hộ chung cư, diện tích 178m2, mặt tiền 8.4m, đường vào rộng 3.5m. Nhà hướng Tây Nam, ban công Đông Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Quận 1, TP.HCM",13908000000.0,8919000000.0,Sổ đỏ/Sổ hồng,Trung bình,3,Không nội thất,178,8.4,3.5,4,1,1,5,Tây Nam,Đông Nam,0950401561,chubatdongsan448@gmail.com
"Bán Căn hộ chung cư diện tích 166m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Căn hộ chung cư, diện tích 166m2, mặt tiền 10.7m, đường vào rộng 19.4m. Nhà hướng Tây, ban công Tây Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Quận Nam Từ Liêm, Hà Nội",17690000000.0,9297000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Nội thất cơ bản,166,10.7,19.4,1,2,2,4,Tây,Tây Bắc,0941789623,chubatdongsan449@gmail.com
"Bán Nhà riêng diện tích 231m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Nhà riêng, diện tích 231m2, mặt tiền 9.3m, đường vào rộng 7.3m. Nhà hướng Tây Bắc, ban công Tây Nam. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà riêng,"Quận 1, TP.HCM",19182000000.0,11854000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Nội thất cơ bản,231,9.3,7.3,3,4,4,5,Tây Bắc,Tây Nam,0921835157,chubatdongsan450@gmail.com
"Bán Nhà mặt phố diện tích 146m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Nhà mặt phố, diện tích 146m2, mặt tiền 11.8m, đường vào rộng 15.8m. Nhà hướng Tây Nam, ban công Bắc. Pháp lý: Hợp đồng mua bán, chất lượng Cần sửa chữa. Đầy đủ tiện ích xung quanh.",Nhà mặt phố,"Quận 1, TP.HCM",16923000000.0,8282000000.0,Hợp đồng mua bán,Cần sửa chữa,2,Nội thất cơ bản,146,11.8,15.8,5,3,3,3,Tây Nam,Bắc,0997044626,chubatdongsan451@gmail.com
"Bán Nhà riêng diện tích 183m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Nhà riêng, diện tích 183m2, mặt tiền 4.0m, đường vào rộng 13.2m. Nhà hướng Đông Nam, ban công Tây. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Nhà riêng,"Quận Đống Đa, Hà Nội",21210000000.0,12121000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),2,Nội thất đầy đủ / Cao cấp,183,4.0,13.2,3,3,3,3,Đông Nam,Tây,0918870046,chubatdongsan452@gmail.com
"Bán Căn hộ chung cư diện tích 92m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Căn hộ chung cư, diện tích 92m2, mặt tiền 3.7m, đường vào rộng 8.9m. Nhà hướng Tây, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Thành phố Thủ Đức, TP.HCM",5323000000.0,2619000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),3,Nội thất đầy đủ / Cao cấp,92,3.7,8.9,1,3,3,5,Tây,Đông Bắc,0975336857,chubatdongsan453@gmail.com
"Bán Căn hộ chung cư diện tích 273m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Căn hộ chung cư, diện tích 273m2, mặt tiền 6.0m, đường vào rộng 5.7m. Nhà hướng Tây, ban công Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Căn hộ chung cư,"Quận Đống Đa, Hà Nội",31973000000.0,20424000000.0,Sổ đỏ/Sổ hồng,Mới xây,2,Nội thất đầy đủ / Cao cấp,273,6.0,5.7,3,3,3,3,Tây,Bắc,0975166761,chubatdongsan454@gmail.com
"Bán Khu nghỉ dưỡng diện tích 54m2 chính chủ, vị trí đẹp tại TP. Bắc Ninh","Cần bán gấp Khu nghỉ dưỡng, diện tích 54m2, mặt tiền 4.9m, đường vào rộng 4.2m. Nhà hướng Tây Bắc, ban công Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Khu nghỉ dưỡng,TP. Bắc Ninh,6526000000.0,3983000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),2,Nội thất cơ bản,54,4.9,4.2,1,4,4,4,Tây Bắc,Bắc,0914768424,chubatdongsan455@gmail.com
"Bán Xưởng diện tích 119m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Xưởng, diện tích 119m2, mặt tiền 13.5m, đường vào rộng 13.1m. Nhà hướng Đông Nam, ban công Đông. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Xưởng,"Quận 1, TP.HCM",12693000000.0,7512000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Nội thất cơ bản,119,13.5,13.1,4,1,1,2,Đông Nam,Đông,0966401891,chubatdongsan456@gmail.com
"Bán Chung cư mini diện tích 104m2 chính chủ, vị trí đẹp tại Quận Nam Từ Liêm, Hà Nội","Cần bán gấp Chung cư mini, diện tích 104m2, mặt tiền 5.6m, đường vào rộng 15.9m. Nhà hướng Nam, ban công Bắc. Pháp lý: Đang chờ sổ, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Chung cư mini,"Quận Nam Từ Liêm, Hà Nội",6432000000.0,3988000000.0,Đang chờ sổ,Mới xây,1,Nội thất cơ bản,104,5.6,15.9,3,3,3,3,Nam,Bắc,0986618252,chubatdongsan457@gmail.com
"Bán Nhà riêng diện tích 239m2 chính chủ, vị trí đẹp tại Quận 1, TP.HCM","Cần bán gấp Nhà riêng, diện tích 239m2, mặt tiền 14.7m, đường vào rộng 13.6m. Nhà hướng Bắc, ban công Tây Nam. Pháp lý: Đang chờ sổ, chất lượng Mới xây. Đầy đủ tiện ích xung quanh.",Nhà riêng,"Quận 1, TP.HCM",25554000000.0,15079000000.0,Đang chờ sổ,Mới xây,2,Không nội thất,239,14.7,13.6,4,2,2,3,Bắc,Tây Nam,0920531544,chubatdongsan458@gmail.com
"Bán Chung cư mini diện tích 46m2 chính chủ, vị trí đẹp tại Thành phố Thủ Đức, TP.HCM","Cần bán gấp Chung cư mini, diện tích 46m2, mặt tiền 7.0m, đường vào rộng 11.5m. Nhà hướng Nam, ban công Đông. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Còn mới (80-90%). Đầy đủ tiện ích xung quanh.",Chung cư mini,"Thành phố Thủ Đức, TP.HCM",5968000000.0,3848000000.0,Sổ đỏ/Sổ hồng,Còn mới (80-90%),1,Nội thất đầy đủ / Cao cấp,46,7.0,11.5,4,1,1,5,Nam,Đông,0976881679,chubatdongsan459@gmail.com
"Bán Nhà riêng diện tích 157m2 chính chủ, vị trí đẹp tại Quận Đống Đa, Hà Nội","Cần bán gấp Nhà riêng, diện tích 157m2, mặt tiền 5.2m, đường vào rộng 2.8m. Nhà hướng Đông Nam, ban công Đông Bắc. Pháp lý: Sổ đỏ/Sổ hồng, chất lượng Trung bình. Đầy đủ tiện ích xung quanh.",Nhà riêng,"Quận Đống Đa, Hà Nội",10712000000.0,6442000000.0,Sổ đỏ/Sổ hồng,Trung bình,2,Không nội thất,157,5.2,2.8,2,3,3,4,Đông Nam,Đông Bắc,0997958171,chubatdongsan460@gmail.com
